堡辆,扁埃,抗螟啊拜(崔矾_懦肺弊伐),荐鞭救沥拳瘤荐,矫厘困氰瘤荐
府片,2027-10-01,35.190957,70.648318,34.483322
府片,2008-05-13,35.187208,27.855187,76.673637
府片,2008-01-01,35.187167,1.503179,1.620097
府片,2008-08-27,38.050051,70.260414,1.620097
府片,2022-11-03,35.189119,1.503179,71.83619
府片,2022-03-24,30.843117,1.503179,68.242137
府片,2026-05-11,128.404621,73.739237,1.620097
府片,2015-11-02,32.018325,27.666733,29.818699
府片,2021-11-08,118.362409,1.503179,1.620097
府片,2008-04-10,143.854464,1.503179,1.620097
府片,2017-08-28,35.190512,1.503179,65.347348
府片,2020-01-03,35.190584,1.503854,6.403254
府片,2023-12-03,35.189503,1.503179,14.776096
府片,2013-09-02,35.188264,1.503179,66.957042
府片,2027-01-06,35.189012,11.442894,1.620097
府片,2019-08-22,35.188427,1.503179,51.396468
府片,2008-03-02,35.191525,57.013984,66.29397
府片,2018-09-23,67.371272,41.557691,6.571239
府片,2026-08-28,35.192492,1.957216,74.82994
府片,2008-01-01,49.438995,46.942355,1.620097
府片,2016-01-16,35.191255,1.504628,76.207723
府片,2016-11-26,38.007278,1.503179,81.849215
府片,2012-12-31,35.83856,1.503179,79.188171
府片,2017-11-16,79.439261,68.056776,73.330349
府片,2020-02-13,35.244733,74.474727,75.17467
府片,2023-04-08,35.188474,8.418816,1.620097
府片,2020-02-27,35.18712,1.506405,17.980965
府片,2012-10-18,31.249939,70.009231,68.95322
府片,2016-09-11,35.191882,45.506355,8.975934
府片,2021-10-13,35.189488,1.503179,1.620097
府片,2021-05-17,82.534371,13.971362,72.1331
府片,2026-11-19,35.190843,29.888757,11.426785
府片,2025-01-31,104.846253,50.3997,1.620097
府片,2011-03-11,132.351318,1.503179,44.746549
府片,2020-11-08,36.663348,7.350839,12.094694
府片,2008-01-01,35.191304,1.505666,1.620097
府片,2020-08-05,35.190698,1.506761,81.849215
府片,2014-08-28,35.190694,1.506948,1.620097
府片,2022-04-29,35.18679,72.412654,76.757687
府片,2013-12-27,132.824177,1.506348,44.77218
府片,2015-05-09,82.744572,48.872882,1.620097
府片,2026-01-09,35.185671,22.481123,1.620097
府片,2011-05-28,35.188275,1.503179,9.002834
府片,2017-08-16,71.502121,8.293676,34.29007
府片,2026-05-04,290.930782,62.336688,49.769701
府片,2011-03-27,35.187761,1.503179,69.303696
府片,2024-02-19,35.192795,7.702987,1.620097
府片,2025-07-06,34.115051,68.46392,7.05984
府片,2014-04-27,35.191311,1.505725,1.620097
府片,2027-10-01,35.188158,8.354019,81.849215
府片,2010-09-02,35.185311,1.503694,31.390347
府片,2026-04-25,35.190163,14.427066,52.633945
府片,2020-02-15,35.047951,1.506462,1.620097
府片,2015-07-13,35.191626,1.503179,78.209737
府片,2024-01-01,147.316818,1.503179,8.221094
府片,2020-03-27,35.19199,30.022361,1.620097
府片,2016-01-20,35.19215,10.682932,61.792493
府片,2023-06-21,35.191008,1.503179,77.325364
府片,2017-10-15,35.191573,1.503913,1.620097
府片,2021-07-31,35.18946,4.225631,44.71006
府片,2018-10-28,118.441305,1.504304,9.504051
府片,2027-10-01,35.19134,10.394656,1.620097
府片,2026-11-09,36.532386,1.503179,4.873788
府片,2023-10-19,35.191801,1.503179,1.620097
府片,2016-11-03,35.191098,46.870574,1.620097
府片,2027-10-01,35.036668,1.503179,15.079922
府片,2027-10-01,35.19088,72.444155,81.849215
府片,2027-10-01,35.18741,1.503179,29.10716
府片,2015-01-16,35.191856,40.706169,75.106335
府片,2020-09-12,35.191662,1.505819,1.620097
府片,2015-09-17,35.188024,1.504783,73.581671
府片,2014-01-29,115.066925,1.504608,12.296092
府片,2018-06-15,69.273888,69.641958,14.169049
府片,2018-04-06,35.186876,66.631327,16.179181
府片,2015-07-30,35.185428,1.503179,9.008726
府片,2022-01-27,35.185529,1.506575,43.59653
府片,2021-03-22,37.889691,7.086745,1.620097
府片,2015-04-14,35.191069,5.092008,1.620097
府片,2023-08-17,35.252451,70.655231,10.74528
府片,2020-08-07,35.187302,25.108514,22.821375
府片,2008-01-01,35.191092,1.503179,51.733718
府片,2021-03-19,35.191252,1.503987,68.571913
府片,2012-01-10,35.189204,1.503179,1.620097
府片,2016-10-16,35.187582,70.402869,1.620097
府片,2014-03-05,35.188805,1.506607,71.644838
府片,2020-03-01,106.031,1.503179,1.620097
府片,2012-11-02,35.19158,1.503179,50.548682
府片,2018-07-21,35.191847,31.902409,81.849215
府片,2027-10-01,507.623088,1.505558,66.508392
府片,2022-01-02,35.191668,5.770656,66.264883
府片,2020-05-25,35.188803,74.495548,44.91187
府片,2016-12-19,35.190176,1.503179,43.454234
府片,2013-03-06,111.045562,41.168032,81.849215
府片,2009-01-18,507.623088,75.835115,1.620097
府片,2018-03-08,38.017968,1.503179,1.620097
府片,2027-10-01,100.854576,1.506959,68.741256
府片,2023-03-01,35.187511,56.59717,67.974556
府片,2008-01-01,35.185337,1.504541,51.312153
府片,2012-09-20,92.000954,60.682707,46.547652
府片,2024-09-25,35.190122,1.503665,1.620097
府片,2019-05-02,35.187359,40.86119,7.807579
府片,2013-08-29,35.192729,1.50479,43.753873
府片,2027-10-01,35.191374,1.504234,1.620097
府片,2019-12-04,120.114651,1.503179,1.620097
府片,2016-09-16,83.376053,68.216601,1.620097
府片,2025-07-03,98.98575,67.762511,78.481452
府片,2026-03-30,35.189289,64.74877,43.876262
府片,2027-02-25,35.187368,41.100347,76.981552
府片,2027-10-01,118.696743,1.503179,6.515525
府片,2024-03-26,470.616787,11.382942,1.620097
府片,2025-08-08,35.189593,40.720628,62.715047
府片,2023-06-17,35.188321,1.503179,7.297021
府片,2023-06-01,35.185446,1.50626,12.768838
府片,2025-12-24,35.190589,1.503179,1.620097
府片,2025-08-26,35.18688,1.503179,12.025445
府片,2022-03-21,35.190068,74.266518,1.620097
府片,2016-09-27,35.189467,1.503179,14.342569
府片,2025-11-08,35.187335,23.67528,44.929338
府片,2018-08-18,35.833158,26.627219,9.218955
府片,2016-11-30,35.192267,1.506551,78.44751
府片,2018-06-20,35.19161,69.67355,1.620097
府片,2018-12-13,35.189726,1.503179,5.54388
府片,2014-12-17,35.187485,1.503179,5.627583
府片,2022-01-13,35.185758,1.503179,1.620097
府片,2012-12-05,35.191766,1.503179,4.554898
府片,2018-02-16,119.041177,40.734858,4.541648
府片,2027-08-03,147.829825,63.51917,1.620097
府片,2025-08-27,35.185562,40.845732,41.428076
府片,2027-01-11,87.667295,1.503342,51.90238
府片,2014-03-14,134.057763,70.179668,73.132713
府片,2022-09-22,40.913507,1.503179,73.128491
府片,2024-08-11,68.08788,53.601776,57.078715
府片,2014-10-23,35.188451,1.503179,1.620097
府片,2023-08-24,35.186372,61.701334,76.617653
府片,2024-04-04,109.816412,1.504403,41.115772
府片,2020-10-07,35.190692,1.503179,3.366456
府片,2015-08-19,119.577462,1.503179,81.849215
府片,2022-10-15,74.627198,13.538974,1.620097
府片,2026-01-03,35.190763,1.505034,1.620097
府片,2020-10-15,460.340672,48.654013,22.924771
府片,2023-09-07,118.46135,68.86429,1.620097
府片,2022-05-13,35.191715,1.503179,1.620097
府片,2021-07-03,118.646028,2.004896,54.420981
府片,2017-09-02,112.027183,28.83112,1.620097
府片,2010-11-05,70.550758,75.821459,1.620097
府片,2018-03-11,35.191686,1.503179,49.442302
府片,2022-07-25,35.188183,1.503179,65.347023
府片,2027-06-08,35.185487,40.64911,79.329472
府片,2016-02-22,35.192649,31.32923,10.657496
府片,2008-01-01,35.190716,1.503179,73.961314
府片,2016-05-14,42.560046,62.615983,11.012637
府片,2008-01-01,35.189287,1.503179,1.620097
府片,2019-11-04,76.236025,1.503677,24.275501
府片,2011-11-12,35.192232,48.425235,1.620097
府片,2017-09-23,35.188477,32.690389,1.620097
府片,2025-07-09,35.187512,1.503179,1.620097
府片,2027-10-01,35.191974,1.504059,1.620097
府片,2019-04-26,67.383313,75.744106,75.478114
府片,2022-08-01,54.990624,1.503179,54.284073
府片,2022-06-18,35.192157,1.503179,43.860962
府片,2023-01-20,118.755933,1.503179,79.954623
府片,2020-12-18,35.189567,1.505609,59.134408
府片,2020-01-04,35.192368,1.503179,75.431826
府片,2020-06-24,35.190237,5.831552,5.098206
府片,2013-05-08,35.190466,71.474175,55.470435
府片,2027-07-20,247.393154,1.503179,76.19929
府片,2020-05-11,35.18871,1.503806,73.191424
府片,2021-08-06,38.104012,1.503179,1.620097
府片,2024-05-29,40.363281,71.163935,11.997411
府片,2021-08-03,35.190363,1.50473,69.037907
府片,2018-09-21,35.187365,1.504162,44.527525
府片,2019-06-21,38.963507,17.529877,1.620097
府片,2021-12-22,35.18698,67.045964,9.052531
府片,2016-02-09,35.190717,1.503179,8.996738
府片,2020-02-18,75.302468,70.211968,52.241517
府片,2014-09-21,35.19223,17.253053,50.0575
府片,2027-10-01,36.161857,72.096023,73.167026
府片,2025-02-07,86.185826,5.085977,74.379394
府片,2024-06-12,35.192659,70.003178,4.611251
府片,2025-06-02,35.188385,44.267067,68.868497
府片,2009-12-03,35.190508,48.60528,50.148867
府片,2014-06-14,118.637555,1.503692,7.970842
府片,2027-10-01,125.36998,9.690371,39.219927
府片,2023-04-23,137.966507,65.275737,81.849215
府片,2012-02-22,35.191879,1.503179,9.854636
府片,2025-04-29,40.100763,1.503179,78.515429
府片,2019-05-21,35.191838,1.503179,5.531101
府片,2018-05-28,36.696653,50.217995,1.620097
府片,2017-08-13,35.19093,29.955988,10.869223
府片,2019-03-10,35.870733,67.885785,50.974861
府片,2027-09-23,48.213741,1.503179,76.112537
府片,2020-03-05,35.191033,7.89354,25.185657
府片,2027-08-24,35.188359,5.867671,1.620097
府片,2025-01-27,78.982013,1.97083,32.426711
府片,2025-02-21,85.369362,1.503179,65.214225
府片,2023-09-04,35.185335,45.445659,81.849215
府片,2027-10-01,35.189617,68.260739,76.483177
府片,2016-05-16,35.188689,28.338243,52.218307
府片,2021-02-25,35.192213,1.503179,9.264344
府片,2024-04-18,35.192545,1.503179,1.620097
府片,2025-03-30,44.854931,1.503179,1.620097
府片,2008-09-08,35.188144,1.503526,6.298951
府片,2026-05-17,35.19052,9.802114,26.277897
府片,2008-01-01,35.189036,1.503601,16.333534
府片,2023-03-11,403.515582,1.504464,5.658763
府片,2027-09-12,68.470896,14.212447,20.668499
府片,2019-01-31,393.124294,1.503179,10.797759
府片,2027-10-01,35.186596,1.505611,7.438493
府片,2016-09-13,35.189083,1.503179,3.317507
府片,2027-10-01,468.049714,74.065866,52.890787
府片,2025-10-20,35.191895,56.763959,1.620097
府片,2025-02-06,139.378659,25.824857,5.083261
府片,2025-09-25,35.185776,1.503179,1.620097
府片,2019-07-05,208.935711,40.32847,75.793696
府片,2027-10-01,35.189813,1.503179,1.620097
府片,2027-10-01,35.191228,1.83135,43.906844
府片,2015-09-06,35.189769,1.503179,48.093522
府片,2027-10-01,39.955933,1.503179,1.620097
府片,2025-10-07,35.187998,1.503179,80.030778
府片,2013-01-19,111.179621,1.503179,4.651163
府片,2022-08-09,138.32456,1.505403,81.849215
府片,2024-08-30,35.187681,8.348126,53.088382
府片,2009-11-21,35.187994,1.503179,44.345124
府片,2022-04-27,57.631161,74.245695,4.202729
府片,2021-10-21,35.190087,70.995614,5.580779
府片,2017-12-08,68.011177,1.503179,68.117986
府片,2012-01-27,34.934501,1.503179,8.32939
府片,2026-10-22,111.340983,1.503919,1.620097
府片,2020-02-02,43.171778,1.50452,66.270304
府片,2025-01-26,35.188342,1.503179,8.061534
府片,2016-10-22,35.191279,1.709285,1.620097
府片,2027-10-01,35.191445,32.65174,44.673577
府片,2015-03-07,35.191957,1.503179,63.643286
府片,2027-10-01,35.187656,3.442074,1.620097
府片,2016-11-23,35.192809,1.503417,1.620097
府片,2021-12-30,35.19061,8.256465,1.620097
府片,2023-08-09,78.524855,32.056072,1.620097
府片,2009-04-29,100.240496,1.503179,49.573326
府片,2015-07-07,38.456733,62.393183,12.400987
府片,2020-02-11,35.190055,67.093186,76.39089
府片,2020-03-06,35.229291,69.768326,1.620097
府片,2021-03-21,247.175306,30.000359,56.197722
府片,2026-06-20,133.528628,1.503179,5.643209
府片,2017-04-14,127.891342,1.503179,66.475065
府片,2023-05-29,35.190838,1.506713,12.848932
府片,2017-04-16,35.189755,1.503179,66.8495
府片,2027-10-01,35.18976,1.503291,11.99432
府片,2023-01-17,35.192518,1.503179,13.388765
府片,2022-03-20,43.110583,48.532176,7.96305
府片,2027-04-15,35.186565,76.109196,54.37536
府片,2017-08-29,35.191895,1.503179,75.970703
府片,2024-05-25,35.189534,1.503179,12.139608
府片,2020-07-23,35.191112,1.503179,13.048891
府片,2020-05-13,35.189547,75.602636,65.382424
府片,2010-10-19,35.18738,1.505254,37.166606
府片,2015-06-12,53.491704,69.930539,50.579804
府片,2020-06-21,35.528991,1.505487,44.308646
府片,2019-10-08,35.189602,1.503179,18.578197
府片,2021-06-28,395.719593,46.956696,51.565107
府片,2016-07-05,86.679578,72.759169,10.45597
府片,2027-10-01,35.192436,1.505127,55.418183
府片,2014-08-17,136.715595,1.503179,1.620097
府片,2027-08-22,35.185607,6.138398,1.620097
府片,2024-11-14,35.191434,1.503179,1.620097
府片,2021-02-26,66.144231,40.343204,1.620097
府片,2008-06-04,47.166198,1.503179,1.620097
府片,2027-04-10,35.188444,65.802707,80.047722
府片,2023-05-04,99.252185,67.848154,53.234961
府片,2026-01-24,35.190924,66.927898,12.44028
府片,2019-10-17,35.186404,1.503179,1.620097
府片,2025-08-24,35.187691,67.840628,8.987429
府片,2019-05-25,35.401302,1.503179,8.941517
府片,2025-05-29,35.191333,1.503179,34.372875
府片,2022-03-15,35.191151,29.42231,10.89303
府片,2027-10-01,35.189171,1.504095,1.620097
府片,2023-03-01,35.190909,69.894705,76.244196
府片,2021-11-03,35.189179,1.503588,6.414818
府片,2015-12-27,80.811192,1.505436,7.862126
府片,2027-10-01,132.414737,57.18056,1.620097
府片,2023-01-22,40.282494,1.503179,79.400059
府片,2019-04-17,49.640905,10.899152,53.674685
府片,2027-10-01,35.556305,70.791651,52.854603
府片,2025-05-10,35.190844,70.08277,81.849215
府片,2009-06-16,35.186319,1.505348,71.814483
府片,2016-09-24,35.188919,41.405017,7.410241
府片,2011-06-21,39.234435,1.503179,1.620097
府片,2015-07-10,37.975214,40.534874,1.620097
府片,2018-04-07,35.192164,8.245816,1.620097
府片,2022-06-19,35.189056,49.706214,1.620097
府片,2015-03-23,72.346096,1.503179,8.31072
府片,2021-08-26,35.190266,76.140776,55.313738
府片,2017-01-10,148.341729,1.504866,1.620097
府片,2014-02-19,35.188552,61.987519,81.849215
府片,2019-07-25,35.19281,70.661055,1.620097
府片,2020-02-14,35.002813,1.503179,4.540276
府片,2017-07-29,213.638742,50.671775,1.620097
府片,2020-07-16,30.009878,5.492404,1.620097
府片,2023-10-01,39.474961,70.115069,66.071493
府片,2022-08-26,107.834538,70.650291,1.620097
府片,2012-08-20,30.009878,1.503179,8.924253
府片,2015-07-28,35.18891,1.503464,5.971541
府片,2021-04-03,108.263405,1.504,1.620097
府片,2008-01-01,111.152869,1.503179,9.184892
府片,2022-10-21,38.77034,1.503179,1.620097
府片,2013-09-29,35.187334,34.26994,1.620097
府片,2019-03-29,40.06038,70.228116,6.379979
府片,2017-11-20,35.188211,1.506464,10.584177
府片,2027-09-16,35.190991,8.277715,6.426428
府片,2014-09-13,35.191371,1.503179,29.412106
府片,2015-02-04,35.189621,1.503179,1.620097
府片,2022-04-02,35.18726,76.248627,1.620097
府片,2022-07-21,35.191537,1.50357,78.834657
府片,2008-11-24,35.187107,66.636305,66.28896
府片,2024-04-08,42.743579,74.370626,1.620097
府片,2020-04-04,83.481471,1.503884,1.620097
府片,2020-01-08,100.547533,1.503179,9.6543
府片,2012-07-26,36.950892,1.503179,32.367737
府片,2016-02-29,35.191058,1.503179,1.620097
府片,2016-12-21,35.186681,1.504498,16.024813
府片,2025-10-09,35.192285,9.932549,12.406437
府片,2015-05-21,114.661895,1.503731,4.80925
府片,2027-10-01,35.186707,8.32557,1.620097
府片,2022-08-19,35.191797,62.020876,76.194438
府片,2027-04-09,35.937237,51.578754,1.620097
府片,2027-10-01,35.4631,66.676149,68.402477
府片,2019-02-17,35.191316,4.225867,5.474563
府片,2027-10-01,35.188442,1.505601,1.620097
府片,2017-06-23,35.18863,40.84063,1.620097
府片,2027-10-01,38.778083,76.248627,76.46482
府片,2014-05-27,90.199905,1.503179,10.47429
府片,2024-02-09,77.932433,76.248627,11.978314
府片,2009-11-03,99.651445,70.590156,73.852134
府片,2015-12-11,35.188399,1.503179,1.620097
府片,2026-09-14,35.188858,12.222131,8.334757
府片,2010-06-04,35.19013,1.503179,4.014235
府片,2025-11-22,93.042072,1.503179,1.620097
府片,2025-03-25,35.189949,40.881466,5.406725
府片,2027-10-01,35.188471,1.503179,50.393861
府片,2008-10-03,35.189696,1.503179,1.620097
府片,2027-10-01,35.1901,32.909873,67.12568
府片,2021-06-26,35.189412,69.386068,68.826089
府片,2008-01-01,424.299338,1.503179,50.331626
府片,2024-02-18,88.489984,1.503179,6.333646
府片,2019-01-11,119.756547,1.503179,75.706469
府片,2027-10-01,38.80127,1.503179,1.620097
府片,2023-03-10,35.190797,66.715386,44.600555
府片,2023-08-28,137.787507,1.505349,1.620097
府片,2016-11-24,35.188827,1.503179,19.175477
府片,2024-02-29,106.384244,1.503179,1.620097
府片,2012-08-08,35.188004,1.504021,65.348833
府片,2023-07-19,35.18618,1.503179,3.390894
府片,2011-09-26,35.191194,1.50362,5.270251
府片,2020-09-28,86.021305,1.505393,73.107221
府片,2016-12-30,35.189096,1.503284,35.700071
府片,2018-12-05,35.186143,46.684763,67.828883
府片,2025-03-03,36.361349,1.503179,75.362766
府片,2020-03-04,35.191759,20.777827,1.620097
府片,2027-01-15,121.725146,1.503179,15.33015
府片,2022-08-18,35.19186,2.627905,12.39315
府片,2026-12-29,35.185917,1.503179,8.99326
府片,2022-01-04,118.046395,75.200424,9.444691
府片,2021-05-28,44.010634,1.504819,35.24325
府片,2015-11-19,35.818278,1.503179,55.00045
府片,2020-11-17,35.18553,1.505738,4.963449
府片,2026-10-22,132.240583,1.503179,78.975904
府片,2015-09-14,108.54858,1.503179,12.260629
府片,2016-06-20,442.357672,1.503179,1.620097
府片,2011-01-22,37.765507,1.506938,12.476423
府片,2022-08-21,35.187833,68.812114,54.466606
府片,2023-08-30,30.029312,48.433183,76.132853
府片,2022-05-23,35.191067,62.818584,13.288795
府片,2020-02-16,43.294102,1.503179,1.620097
府片,2008-05-05,507.623088,62.103935,47.110914
府片,2020-08-15,35.189621,4.224918,11.988113
府片,2011-06-03,35.190471,1.503179,1.620097
府片,2018-01-16,35.187348,1.503179,75.399033
府片,2013-06-23,35.370403,1.503179,32.320653
府片,2015-12-04,35.187767,51.306619,1.620097
府片,2021-03-16,35.189235,41.768644,5.466207
府片,2019-04-12,35.18865,1.503179,1.620097
府片,2012-07-22,35.189914,1.503179,71.772386
府片,2024-10-29,121.546449,68.319956,1.620097
府片,2008-01-01,36.27585,1.503179,10.845425
府片,2027-10-01,35.190381,1.503179,15.098625
府片,2020-07-23,35.192161,1.503179,12.406172
府片,2012-06-13,496.253468,46.493782,9.069103
府片,2021-07-17,35.186515,1.503179,31.284159
府片,2025-11-09,118.500979,1.503179,1.620097
府片,2012-09-22,35.186675,51.12517,1.620097
府片,2016-03-14,35.19269,27.004584,1.620097
府片,2021-09-08,111.125979,1.503179,1.620097
府片,2008-01-01,35.191739,45.028264,19.772683
府片,2017-07-19,33.759037,1.505493,5.556189
府片,2016-02-02,127.878817,9.371518,4.888821
府片,2020-11-27,493.643885,48.848569,5.472303
府片,2017-06-01,67.27568,1.504568,71.582783
府片,2025-02-06,35.192266,1.503179,8.324082
府片,2009-12-18,92.881607,1.503179,15.947628
府片,2024-04-13,35.187605,7.97579,71.797327
府片,2026-11-03,35.191056,70.384142,1.620097
府片,2015-09-02,35.188572,70.740662,79.92053
府片,2024-04-04,35.837348,61.816226,72.712603
府片,2017-03-29,35.188236,1.503179,5.906755
府片,2026-01-24,35.190401,1.503179,76.729721
府片,2016-07-22,35.189747,5.092997,75.458337
府片,2027-04-25,35.187149,1.503179,1.620097
府片,2027-10-01,35.190612,1.503783,1.620097
府片,2022-01-28,35.189406,33.453914,43.675607
府片,2027-10-01,50.868771,26.063684,66.406943
府片,2014-11-30,35.191425,46.409016,8.096966
府片,2021-08-06,38.039364,72.38115,67.756054
府片,2021-04-08,132.208802,61.609712,1.620097
府片,2017-06-20,35.186788,66.558553,1.620097
府片,2026-10-30,35.190606,44.325609,1.620097
府片,2021-11-15,84.588347,1.503179,71.559405
府片,2020-07-17,35.189877,1.960611,35.135871
府片,2025-07-08,38.785807,46.430175,7.523298
府片,2022-07-25,35.190924,70.653255,1.620097
府片,2021-09-28,35.186623,41.590229,66.374711
府片,2010-10-04,71.248938,1.503179,3.762796
府片,2025-11-20,421.700636,28.140705,81.849215
府片,2024-04-02,32.99251,1.503179,76.19975
府片,2026-04-13,35.191722,1.503179,1.620097
府片,2027-10-01,69.01838,20.681987,1.620097
府片,2008-01-01,37.932462,49.060765,1.620097
府片,2015-12-29,35.738024,1.503179,12.72884
府片,2024-11-02,35.186539,8.058052,66.318154
府片,2027-10-01,109.112182,1.505683,9.207573
府片,2008-01-01,35.191381,1.503179,68.102812
府片,2014-12-07,34.141347,1.505271,1.620097
府片,2012-09-17,115.767995,1.503179,68.095995
府片,2018-02-03,35.192559,1.503179,34.910801
府片,2023-12-26,35.18761,1.503179,1.620097
府片,2027-10-01,35.191135,69.948699,1.620097
府片,2018-05-10,156.765029,1.503179,12.392348
府片,2010-10-02,34.110222,46.234975,23.911461
府片,2022-02-02,113.648644,1.503179,7.608184
府片,2018-07-02,35.188988,1.503179,8.274251
府片,2009-09-14,35.19165,1.50609,1.620097
府片,2016-01-26,144.747102,5.849619,81.849215
府片,2017-08-24,35.189679,66.154026,76.214948
府片,2019-02-20,35.188915,1.503179,8.994889
府片,2027-10-01,69.657066,57.680691,81.849215
府片,2020-04-11,129.59336,1.503179,6.905088
府片,2024-05-26,35.190964,1.503179,79.963026
府片,2013-12-12,96.430782,1.503179,1.620097
府片,2017-09-08,35.190212,4.227077,55.052699
府片,2018-12-12,31.419763,1.503179,1.620097
府片,2015-04-18,140.778012,54.146266,52.216182
府片,2023-10-02,35.186288,74.855668,46.1252
府片,2021-03-09,118.612182,1.503179,9.102439
府片,2025-04-08,35.191067,22.242416,33.763853
府片,2015-03-18,72.1771,1.503179,55.679324
府片,2024-06-17,155.10154,47.141803,65.417789
府片,2017-06-13,38.894056,63.154365,1.620097
府片,2008-01-01,35.187752,1.503179,4.631748
府片,2010-04-21,35.188259,1.503179,54.557827
府片,2008-02-22,35.187307,1.503179,1.620097
府片,2023-05-03,33.094811,10.610865,52.872671
府片,2016-03-08,35.339916,44.119154,52.203328
府片,2008-01-01,206.585026,29.816713,1.620097
府片,2012-12-20,35.190669,1.503179,8.907019
府片,2019-05-16,35.186359,1.506567,15.407321
府片,2018-07-03,33.196968,8.336356,68.105804
府片,2022-05-12,35.188034,63.165166,52.660113
府片,2018-09-10,107.781046,74.412266,1.620097
府片,2026-11-06,34.568703,1.503179,6.227914
府片,2022-04-24,35.190094,66.666188,35.251553
府片,2019-01-15,133.881149,1.504775,6.499654
府片,2022-10-28,57.641285,74.625822,1.620097
府片,2027-10-01,35.189043,1.506238,71.575058
府片,2027-01-28,35.189006,72.633167,1.620097
府片,2027-10-01,35.18861,1.503179,65.347182
府片,2025-03-01,115.242251,1.506361,34.621379
府片,2027-10-01,35.191688,1.503179,68.910833
府片,2014-07-05,35.189225,63.1616,1.620097
府片,2017-04-24,35.188803,1.503179,4.544647
府片,2021-10-06,35.188873,72.727667,80.013864
府片,2027-10-01,35.19018,1.503179,15.716052
府片,2026-04-09,35.190653,9.042801,1.620097
府片,2012-06-12,83.165343,71.689158,79.682982
府片,2023-08-10,35.187146,1.505738,74.210354
府片,2025-03-08,35.19219,66.455745,73.833787
府片,2021-07-31,33.397941,32.644058,4.978324
府片,2024-05-13,67.359355,1.504989,63.284392
府片,2027-10-01,35.192092,1.503179,73.085992
府片,2008-01-01,246.55933,2.340365,13.735557
府片,2016-07-16,35.190247,44.384209,1.620097
府片,2027-10-01,97.787392,58.01394,44.038345
府片,2019-09-13,35.188865,74.112551,43.998642
府片,2014-09-05,118.738912,1.503179,48.535003
府片,2008-01-01,35.187651,1.503179,54.192769
府片,2010-03-17,35.070527,47.611289,1.620097
府片,2016-02-27,105.325106,45.688479,4.696556
府片,2027-10-01,35.187483,4.324933,7.745499
府片,2021-01-18,247.465721,71.422468,81.849215
府片,2016-06-22,35.191521,1.503179,66.267594
府片,2015-07-12,35.18967,63.156173,1.620097
府片,2023-09-14,35.189,1.513958,10.305383
府片,2027-09-04,118.73048,1.503179,1.620097
府片,2021-05-01,35.192299,1.503179,32.379492
府片,2020-03-08,35.19136,1.503179,73.924976
府片,2025-01-06,35.188892,48.993724,52.800461
府片,2014-01-24,87.173142,4.234796,1.620097
府片,2026-06-16,35.190851,8.240488,68.109731
府片,2023-03-22,35.192523,35.629721,1.620097
府片,2022-02-23,34.843073,67.908368,69.544343
府片,2024-06-22,35.78618,1.503179,65.327295
府片,2020-08-08,36.070234,1.503179,5.475654
府片,2024-01-16,35.185875,28.929704,4.570179
府片,2015-04-06,35.190609,1.504504,6.781272
府片,2019-12-19,247.753106,1.503179,1.620097
府片,2025-01-04,118.861831,29.899806,10.155115
府片,2017-04-11,111.419653,14.641718,24.821585
府片,2015-11-22,35.186209,40.964813,9.253019
府片,2022-05-16,35.186975,1.503179,1.620097
府片,2017-04-16,35.190865,31.979215,1.620097
府片,2025-01-16,74.242315,1.503179,1.620097
府片,2020-06-04,84.675067,1.504418,12.407319
府片,2025-09-16,35.189126,1.504746,75.63652
府片,2023-01-13,35.188645,1.50674,78.905375
府片,2012-04-16,36.560887,30.275102,1.620097
府片,2008-01-01,75.982812,1.503179,1.620097
府片,2017-04-28,57.549627,1.503179,17.085143
府片,2024-05-30,35.189983,9.783498,18.279559
府片,2023-12-21,247.031275,72.85367,1.620097
府片,2024-06-13,35.190113,56.847306,1.620097
府片,2015-12-26,37.996589,6.822654,8.305396
府片,2017-05-02,41.653296,1.503179,1.620097
府片,2008-01-01,88.161026,41.573874,23.648484
府片,2024-12-17,38.999177,14.92805,78.141882
府片,2017-07-14,98.852451,70.808651,68.444899
府片,2019-09-03,35.192629,73.34728,37.459927
府片,2016-05-04,462.90781,4.36999,12.397797
府片,2027-10-01,248.187936,47.298282,12.96887
府片,2022-04-22,41.441927,3.791464,11.903819
府片,2022-03-24,35.189027,41.671339,44.076688
府片,2027-10-01,36.190357,70.682746,32.273557
府片,2026-07-28,131.495566,49.111048,1.620097
府片,2022-07-19,127.866742,1.503179,8.337439
府片,2027-10-01,35.189697,1.503179,75.438366
府片,2008-01-01,35.19087,1.503179,12.21333
府片,2023-01-20,118.580143,43.335665,12.072199
府片,2017-10-07,107.325611,4.225402,1.620097
府片,2017-06-05,35.18868,1.505276,1.620097
府片,2014-02-27,35.185652,1.504732,30.859347
府片,2010-02-11,112.432317,1.505187,65.348423
府片,2022-11-11,136.893847,76.179465,10.757939
府片,2025-03-20,35.190599,62.280161,9.035929
府片,2015-10-07,45.277091,38.457199,81.849215
府片,2014-09-15,76.357204,70.723667,75.619086
府片,2015-11-27,38.917528,1.504771,8.340077
府片,2024-03-08,31.676301,41.506578,1.620097
府片,2008-01-01,35.187314,32.082075,12.393914
府片,2008-01-01,37.707314,1.562766,4.265618
府片,2018-09-17,45.839904,68.23113,13.088846
府片,2027-10-01,35.185834,75.633577,1.620097
