╠╓а╬,╠Б╟ё,©╧цЬ╟║╟щ(╢ч╥╞_еФ),╪Ж╠ч╬ха╓х╜аЖ╪Ж,╫цюЕюЭ╦ааЖг╔
╢одл,2016-12-15,8496.365865,6.237791,39.875447
╢одл,2012-08-02,8496.365865,6.237791,55.3725
╢одл,2008-01-01,8496.365865,33.850327,8.287797
╢одл,2015-01-16,8496.365865,42.029281,71.74937
╢одл,2015-11-14,26343.49969,6.237791,31.206833
╢одл,2019-01-11,8496.640542,25.996259,11.262967
╢одл,2015-04-15,8496.365865,53.813468,65.019862
╢одл,2012-03-28,15945.06442,6.237791,30.485533
╢одл,2016-02-11,18913.71463,9.567092,73.226443
╢одл,2021-03-02,15396.61062,41.037224,93.419364
╢одл,2024-11-23,16952.92729,6.237791,73.296851
╢одл,2011-03-14,15480.52693,6.237791,35.727829
╢одл,2022-12-21,8496.365865,6.237791,71.547108
╢одл,2020-10-09,8496.365865,6.237791,36.401887
╢одл,2015-04-01,8496.638793,6.237791,47.514584
╢одл,2023-10-31,24997.70332,47.777633,52.328518
╢одл,2016-10-22,8496.365865,53.461324,76.884239
╢одл,2011-02-05,8496.732582,6.237791,52.343708
╢одл,2016-01-16,8496.365865,32.117334,50.03883
╢одл,2017-05-06,8496.365865,6.237791,56.108744
╢одл,2020-04-28,8496.365865,67.509097,88.909261
╢одл,2027-10-01,8496.365865,48.701304,73.599739
╢одл,2027-10-01,14260.61555,23.52976,4.595135
╢одл,2023-07-30,10343.61518,6.237791,0.857918
╢одл,2016-06-23,22195.18498,49.668632,90.728669
╢одл,2022-01-04,8496.466432,6.237791,47.336526
╢одл,2012-11-05,8496.408129,6.237791,35.839487
╢одл,2012-10-03,8496.663344,55.498705,32.488668
╢одл,2013-04-21,8496.365865,18.547363,6.285604
╢одл,2008-01-01,8496.365865,6.237791,78.982271
╢одл,2027-10-01,10565.79839,38.184294,72.118653
╢одл,2027-10-01,8496.365865,50.062792,3.499935
╢одл,2027-10-01,8496.365865,6.237791,0.857918
╢одл,2010-01-19,8496.365865,69.455966,21.326816
╢одл,2008-01-01,15197.85678,6.237791,4.694403
╢одл,2020-03-24,20540.53805,6.237791,73.655787
╢одл,2011-12-22,8496.685673,6.237791,85.325281
╢одл,2027-08-04,8496.365865,6.237791,9.39871
╢одл,2027-10-01,8496.365865,6.239309,82.774516
╢одл,2027-10-01,8496.365865,6.237791,2.962828
╢одл,2023-06-24,8496.365865,6.237791,0.857918
╢одл,2022-10-12,19803.70166,6.237791,88.545852
╢одл,2008-01-01,8496.365865,49.833977,89.609673
╢одл,2027-10-01,8496.365865,6.237791,28.609111
╢одл,2027-08-04,8496.365865,13.376792,89.518259
╢одл,2017-03-04,8496.365865,6.237791,22.125747
╢одл,2012-05-23,8496.365865,6.238739,0.857918
╢одл,2027-10-01,22040.05833,48.190213,10.864878
╢одл,2025-12-15,17042.10938,9.789193,0.857918
╢одл,2008-01-01,8496.556701,6.237791,9.196052
╢одл,2027-10-01,8496.365865,62.12432,64.821569
╢одл,2008-01-01,8496.365865,6.237791,65.230792
╢одл,2027-09-29,8496.365865,37.283326,53.188955
╢одл,2012-03-08,8496.365865,6.237791,58.981665
╢одл,2017-07-09,13037.42817,6.237791,53.247684
╢одл,2022-03-16,8496.365865,48.463614,14.54748
╢одл,2018-05-19,24120.99247,6.237791,76.830799
╢одл,2023-09-13,8496.365865,6.237791,45.161902
╢одл,2015-06-05,8496.365865,6.237791,19.766458
╢одл,2026-10-05,8496.365865,6.237791,23.655166
╢одл,2016-10-20,8496.365865,6.299124,60.23778
╢одл,2026-09-28,8496.499974,6.237791,87.437967
╢одл,2015-03-19,8496.365865,48.669777,22.701119
╢одл,2018-10-19,8496.578523,6.237791,27.669045
╢одл,2013-08-24,11533.02188,6.237791,49.789453
╢одл,2022-07-28,25474.75527,6.237791,35.956188
╢одл,2027-10-01,8496.365865,6.237791,66.140556
╢одл,2015-08-10,8496.365865,6.237791,47.780427
╢одл,2024-12-28,8496.721445,6.237791,90.836021
╢одл,2014-09-17,19177.64134,37.410103,17.233776
╢одл,2017-08-17,17705.53338,6.237791,24.530724
╢одл,2022-08-14,8496.365865,9.096061,18.333258
╢одл,2009-03-20,19879.17467,13.745351,45.225321
╢одл,2013-09-06,8496.365865,6.237791,63.298621
╢одл,2027-03-01,11585.20512,6.237791,73.543597
╢одл,2026-05-05,12217.09337,6.237791,5.72898
╢одл,2027-10-01,8496.365865,6.237791,2.137225
╢одл,2016-01-04,8496.365865,6.237791,49.343821
╢одл,2011-05-26,8496.365865,26.055377,54.344703
╢одл,2019-01-27,22186.30681,6.237791,59.277965
╢одл,2013-05-09,8496.677554,38.869515,89.486853
╢одл,2024-08-06,8496.365865,6.237791,6.597822
╢одл,2014-09-24,8496.365865,19.500068,44.694535
╢одл,2011-01-13,8496.365865,10.987876,53.056491
╢одл,2017-09-06,8496.592537,6.237791,56.034367
╢одл,2017-06-01,16469.5635,6.237791,0.857918
╢одл,2010-12-19,16017.53402,6.237791,12.530868
╢одл,2022-05-10,15602.26983,6.237791,38.07883
╢одл,2015-02-04,17242.78301,6.237791,55.910485
╢одл,2008-01-01,8496.365865,12.790113,48.04573
╢одл,2015-08-14,14740.26882,6.240198,79.698929
╢одл,2009-05-21,8496.365865,6.237791,71.468917
╢одл,2018-02-05,8496.449156,6.237791,22.188484
╢одл,2013-01-10,8496.365865,6.237791,78.561843
╢одл,2011-09-23,8496.365865,6.237791,61.505521
╢одл,2015-03-31,14345.22361,6.237791,35.274169
╢одл,2027-10-01,8496.583952,27.379922,26.814071
╢одл,2027-10-01,9391.967866,54.690933,85.28793
╢одл,2027-10-01,17043.17606,6.237791,2.207929
╢одл,2014-07-25,17324.34323,6.237791,62.802058
╢одл,2014-05-17,18711.09649,6.237791,43.297731
╢одл,2010-01-10,8496.441129,6.237791,18.229995
╢одл,2016-10-04,17444.60947,6.237791,88.886214
╢одл,2011-12-11,13374.85571,6.237791,84.709029
╢одл,2018-02-07,8496.365865,6.241072,47.80926
╢одл,2023-09-23,15868.28788,6.237791,10.159179
╢одл,2012-11-07,17017.24183,68.779022,8.420024
╢одл,2023-09-17,8496.441724,6.237791,44.936335
╢одл,2011-05-19,8496.365865,6.237791,2.353825
╢одл,2025-07-18,13979.75462,6.237791,10.090514
╢одл,2018-02-07,8496.365865,6.237791,40.976345
╢одл,2027-10-01,8496.365865,6.237791,28.477649
╢одл,2013-07-20,8589.215884,6.237791,59.545717
╢одл,2013-09-14,8496.365865,6.237791,13.233026
╢одл,2008-11-06,8496.365865,61.87296,4.610026
╢одл,2014-11-01,8496.365865,6.237791,7.696201
╢одл,2024-08-03,8496.365865,44.111949,55.635704
╢одл,2021-06-27,8496.365865,6.237791,44.175357
╢одл,2025-08-06,8496.365865,6.237791,28.496414
╢одл,2008-05-31,13098.38147,52.759772,48.782285
╢одл,2008-01-01,8496.365865,6.237791,0.857918
╢одл,2019-06-23,8496.59595,53.637395,17.714204
╢одл,2016-03-19,8496.365865,6.237791,24.677811
╢одл,2023-05-04,8496.365865,6.237791,57.84617
╢одл,2009-10-19,15897.07802,51.591637,12.415221
╢одл,2027-10-01,8496.365865,60.767734,9.83798
╢одл,2018-07-09,8496.365865,18.447045,88.268116
╢одл,2023-11-11,8496.365865,11.627687,8.366682
╢одл,2012-03-30,12451.90234,6.237791,30.385053
╢одл,2011-10-14,8496.365865,6.237791,14.678077
╢одл,2020-10-11,8496.365865,61.218501,36.397893
╢одл,2019-10-07,17224.91649,6.237791,41.803278
╢одл,2022-03-24,8496.365865,6.237791,6.839321
╢одл,2026-11-29,17713.76102,6.237791,71.0733
╢одл,2021-05-10,8496.376584,21.918973,22.291228
╢одл,2021-08-18,8496.365865,56.584032,82.713748
╢одл,2017-10-14,8496.365865,9.093345,12.505761
╢одл,2018-02-27,8496.365865,36.492291,93.609536
╢одл,2027-10-01,10742.67099,69.455966,35.4414
╢одл,2016-10-03,8496.365865,35.047755,0.857918
╢одл,2013-01-26,17329.01925,10.485379,38.316406
╢одл,2027-09-23,8496.365865,6.237791,71.263645
╢одл,2014-07-29,8496.803424,6.237791,85.69242
╢одл,2009-10-26,16376.22571,6.237791,89.852206
╢одл,2023-04-18,8496.365865,6.240183,40.426656
╢одл,2014-10-08,17372.5625,9.094742,56.771889
╢одл,2019-01-03,8496.365865,6.237791,40.586027
╢одл,2008-01-01,8496.719081,9.63812,18.436561
╢одл,2017-12-16,8496.365865,6.237791,79.020827
╢одл,2017-02-26,15633.04803,6.237791,85.876587
╢одл,2009-04-21,8496.365865,16.123058,0.857918
╢одл,2027-07-30,9438.657893,6.237791,44.878373
╢одл,2021-02-20,21662.55031,6.237791,53.100838
╢одл,2020-08-16,8496.365865,6.237791,84.556819
╢одл,2013-04-18,8496.365865,61.22456,78.870086
╢одл,2020-11-10,25636.31456,49.999321,0.857918
╢одл,2021-06-17,8496.365865,6.237791,64.190522
╢одл,2014-08-26,8496.365865,6.237791,93.609536
╢одл,2008-01-01,17572.21608,6.237791,6.007945
╢одл,2015-09-09,8496.365865,6.237791,18.138081
╢одл,2011-06-07,9423.094639,6.237791,52.280198
╢одл,2022-06-30,16267.44779,6.237791,28.996476
╢одл,2026-03-16,8496.365865,16.474658,20.03556
╢одл,2015-03-25,8496.365865,6.237791,53.203614
╢одл,2016-09-19,8496.365865,6.237791,79.315206
╢одл,2016-11-14,19199.10561,6.237791,9.978491
╢одл,2009-06-13,8496.365865,47.926545,84.091643
╢одл,2027-10-01,8496.365865,50.059886,88.901583
╢одл,2027-10-01,28844.4509,43.856651,84.000247
╢одл,2019-06-08,8496.365865,27.996448,16.980565
╢одл,2017-07-24,8496.365865,69.455966,44.701164
╢одл,2013-09-18,8496.365865,6.237791,0.857918
╢одл,2018-05-22,8496.365865,6.237791,22.450458
╢одл,2017-04-01,8496.365865,48.411756,14.330258
╢одл,2016-12-02,15147.90823,6.237791,19.260023
╢одл,2011-02-24,26489.12099,6.237791,88.965326
╢одл,2008-11-30,8496.365865,44.106075,44.372614
╢одл,2022-03-27,8496.518887,26.93957,28.901848
╢одл,2015-05-04,8496.794417,6.237791,26.308062
╢одл,2024-08-09,17331.66245,60.808258,0.857918
╢одл,2026-04-03,8496.365865,66.007667,52.31412
╢одл,2023-05-09,8496.365865,6.237791,62.818823
╢одл,2018-07-06,8496.365865,6.237791,85.126935
╢одл,2021-04-12,8496.365865,6.237791,36.618247
╢одл,2016-12-22,8496.812947,6.237791,0.857918
╢одл,2021-09-21,8496.714481,36.031147,14.423407
╢одл,2010-07-08,17043.07083,6.237791,39.48184
╢одл,2027-10-01,15591.99237,6.237791,63.255397
╢одл,2008-01-01,18634.76896,6.237791,9.31817
╢одл,2013-09-19,8496.365865,38.321341,70.909019
╢одл,2026-09-25,8496.365865,52.739754,55.722102
╢одл,2026-08-30,8496.365865,6.237791,0.857918
╢одл,2027-10-01,8496.365865,6.237791,74.424765
╢одл,2015-04-06,8496.365865,60.564411,85.900485
╢одл,2010-03-05,17704.16658,51.239361,0.857918
╢одл,2017-08-05,8496.365865,6.237791,20.606383
╢одл,2014-01-12,8496.466652,6.237791,44.959793
╢одл,2016-06-02,17325.19898,49.503287,89.78291
╢одл,2012-06-15,8496.365865,6.237791,4.586277
╢одл,2027-10-01,8496.365865,6.237791,84.357153
╢одл,2021-02-17,8496.365865,9.1158,89.956143
╢одл,2008-01-01,17323.05298,6.237791,9.321704
╢одл,2027-10-01,8496.365865,6.237791,36.590276
╢одл,2014-08-23,8496.365865,6.237791,30.341294
╢одл,2009-09-13,26569.59427,7.500952,9.873461
╢одл,2008-09-09,23995.74636,28.266195,29.484698
╢одл,2008-05-13,8496.365865,6.237791,88.896461
╢одл,2017-09-02,26546.7238,42.030857,63.296437
╢одл,2015-06-03,8496.365865,21.650522,4.72249
╢одл,2010-11-05,18770.88835,6.237791,4.171991
╢одл,2020-06-11,14514.18803,6.237791,10.076196
╢одл,2013-12-13,28844.4509,6.237791,13.002981
╢одл,2015-09-28,8496.365865,6.237791,0.857918
╢одл,2016-07-13,8496.365865,64.578456,52.651186
╢одл,2016-09-21,8496.365865,6.237791,80.171532
╢одл,2021-06-10,8496.365865,6.237791,5.182083
╢одл,2025-02-11,14493.90154,6.237979,73.71185
╢одл,2027-10-01,17394.7129,6.237791,51.292818
╢одл,2017-10-21,8496.836006,11.322864,53.033879
╢одл,2027-10-01,8496.365865,38.732472,28.362227
╢одл,2019-02-16,8496.365865,6.237791,12.159721
╢одл,2013-10-28,8496.365865,6.237791,43.173195
╢одл,2024-11-19,8496.365865,6.237791,20.908925
╢одл,2010-01-06,8496.365865,6.237791,59.854152
╢одл,2020-01-25,19946.49597,6.237791,62.798669
╢одл,2025-11-09,8496.365865,6.237791,65.420608
╢одл,2016-01-05,8496.365865,6.237791,79.204909
╢одл,2020-08-14,8496.365865,6.237791,12.77294
╢одл,2015-04-06,8496.365865,6.237791,38.812131
╢одл,2016-04-29,18429.40484,6.237791,44.967901
╢одл,2008-08-26,16009.53142,6.237791,53.744262
╢одл,2019-11-17,8496.365865,6.237791,0.857918
╢одл,2011-05-31,8496.365865,6.237791,44.949415
╢одл,2011-01-19,8496.365865,6.241658,36.067837
╢одл,2008-01-01,8496.762751,6.238188,11.326851
╢одл,2014-03-22,17641.02202,6.237876,62.615536
╢одл,2023-08-05,8496.568054,6.237791,93.245121
╢одл,2008-01-01,8496.705328,6.237791,85.738619
╢одл,2026-04-23,8496.365865,26.342659,21.979401
╢одл,2027-05-07,8496.365865,6.237791,37.616058
╢одл,2026-04-11,8496.365865,44.661733,17.522016
╢одл,2010-08-08,8496.365865,6.237791,48.172895
╢одл,2011-04-09,8496.365865,29.996754,0.857918
╢одл,2008-01-01,10279.76349,6.237791,88.823598
╢одл,2016-02-18,18735.17011,11.984287,2.217968
╢одл,2017-08-20,8496.365865,43.993184,8.254701
╢одл,2013-06-04,8496.655661,6.237791,69.430936
╢одл,2019-04-17,15568.00802,65.896016,24.310123
╢одл,2013-01-21,8496.365865,48.638251,0.857918
╢одл,2011-07-20,14881.5796,6.237791,44.929803
╢одл,2018-06-20,8496.365865,6.237791,41.147623
╢одл,2027-10-01,8496.365865,6.237791,16.849571
╢одл,2027-10-01,8496.365865,6.237791,28.768173
╢одл,2023-05-08,8496.365865,6.237791,74.652224
╢одл,2017-01-08,8496.365865,7.514553,30.281173
╢одл,2022-12-13,8496.365865,6.240121,50.081727
╢одл,2010-03-30,8496.365865,7.220304,30.352223
╢одл,2018-09-30,8496.485395,6.237791,8.188426
╢одл,2021-03-12,15604.73146,52.933107,64.873696
╢одл,2011-11-15,17074.6553,6.237791,62.44856
╢одл,2027-10-01,8496.365865,6.237791,83.321629
╢одл,2015-03-07,8496.365865,6.237791,53.811484
╢одл,2017-11-27,8496.68269,48.376682,93.162128
╢одл,2012-06-25,19778.67367,16.561417,35.71404
╢одл,2016-08-26,23828.86954,26.01314,62.844757
╢одл,2014-05-26,8496.365865,6.237791,22.989993
╢одл,2018-09-08,25798.47358,62.627045,51.642154
╢одл,2022-08-22,8496.558451,6.237791,53.159556
╢одл,2026-06-20,14087.92892,6.237791,46.812926
╢одл,2014-10-07,8496.365865,6.237791,17.002859
╢одл,2008-01-01,11613.99459,51.872821,30.097223
╢одл,2008-02-01,8496.365865,6.237791,62.805385
╢одл,2012-11-01,15172.88215,6.237791,71.285953
╢одл,2023-07-17,8496.365865,6.237791,28.680341
╢одл,2024-05-08,8496.365865,31.969032,0.857918
╢одл,2027-10-01,12477.85371,6.237791,90.553626
╢одл,2012-11-05,8496.456263,6.237791,6.842128
╢одл,2015-03-18,8496.365865,6.237791,47.79965
╢одл,2022-01-10,8496.365865,6.237791,10.038503
╢одл,2027-10-01,8496.365865,6.238689,0.857918
╢одл,2027-10-01,8496.365865,6.237791,0.857918
╢одл,2011-04-10,16610.61917,44.107544,56.265692
╢одл,2014-05-22,8496.365865,6.237791,83.924566
╢одл,2011-02-23,8496.365865,63.260901,74.879815
╢одл,2027-09-29,8496.365865,53.197216,49.103135
╢одл,2019-06-28,8496.377197,6.237791,71.286453
╢одл,2019-11-26,8496.365865,26.038484,18.316035
╢одл,2019-02-06,8496.365865,44.409966,64.219165
╢одл,2011-01-08,8496.365865,52.529414,26.779112
╢одл,2016-11-29,8496.365865,6.237791,84.345754
╢одл,2012-05-13,8496.365865,47.344563,84.364189
╢одл,2019-04-19,8496.365865,52.591465,73.363414
╢одл,2027-10-01,8496.365865,28.095326,69.813232
╢одл,2010-08-06,17443.9061,6.237791,0.857918
╢одл,2015-07-11,8496.365865,6.237791,67.048075
╢одл,2027-10-01,8496.441768,6.237791,49.463936
╢одл,2016-04-05,8496.373824,45.323643,2.238127
╢одл,2027-10-01,16438.06158,35.010848,9.315427
╢одл,2019-05-29,8496.365865,6.240415,89.456665
╢одл,2020-04-19,8496.584054,6.237791,52.317798
╢одл,2015-03-19,8496.365865,69.455966,79.897887
╢одл,2019-11-03,8496.365865,48.827408,39.458045
╢одл,2012-08-27,8496.626501,55.049942,49.963118
╢одл,2008-01-01,8496.365865,39.312067,61.738502
╢одл,2018-09-05,8496.365865,68.991448,41.678772
╢одл,2010-05-30,17591.15066,6.238659,9.040505
╢одл,2027-07-20,8496.365865,13.315358,52.326336
╢одл,2025-07-27,8496.365865,6.237791,33.179478
╢одл,2019-01-13,8496.365865,6.237791,93.588108
╢одл,2011-10-29,17689.10274,6.237791,83.713699
╢одл,2015-06-07,8496.365865,6.237791,0.857918
╢одл,2018-11-30,8496.365865,6.237791,44.581308
╢одл,2012-08-05,8496.374155,35.232192,33.267488
╢одл,2020-06-11,8496.365865,44.038694,20.778496
╢одл,2019-06-18,8496.365865,52.757768,85.250581
╢одл,2013-08-10,16057.55877,6.237791,28.38357
╢одл,2016-10-08,8496.365865,6.237791,77.689938
╢одл,2009-07-29,8496.524076,6.237791,0.857918
╢одл,2026-07-24,14196.10619,44.266298,23.795398
╢одл,2013-11-09,8496.365865,20.224266,63.321913
╢одл,2022-11-09,8496.365865,6.237791,76.759546
╢одл,2015-10-22,8496.365865,6.237791,63.296709
╢одл,2020-03-24,21725.55515,16.673782,73.25692
╢одл,2017-01-01,8496.365865,61.133709,49.897358
╢одл,2024-01-26,8496.679164,6.237791,9.828524
╢одл,2016-08-23,8496.365865,27.556035,78.72874
╢одл,2008-12-23,25668.56046,6.237791,19.936468
╢одл,2018-03-14,16398.69879,6.237791,47.603657
╢одл,2008-01-01,8496.365865,43.811142,45.140818
╢одл,2009-08-27,8496.365865,17.681719,14.190035
╢одл,2021-07-06,8496.365865,6.237791,2.879456
╢одл,2014-04-01,12267.021,9.076595,22.542056
╢одл,2014-09-05,8496.365865,9.098082,77.067233
╢одл,2016-09-17,8496.365865,36.712817,55.935336
╢одл,2010-08-28,8496.365865,6.237791,36.105069
╢одл,2022-01-11,13957.70852,10.130933,60.05982
╢одл,2024-09-15,8496.365865,34.826397,59.597093
╢одл,2008-04-13,16346.44129,6.237791,28.627681
╢одл,2027-07-01,11545.25158,61.370235,44.933057
╢одл,2019-09-30,8496.365865,6.237791,28.985972
╢одл,2018-06-30,8496.652883,6.237791,47.789987
╢одл,2015-05-27,8496.396827,6.237791,28.803292
╢одл,2008-01-19,20212.55911,6.237791,0.857918
╢одл,2020-10-12,8496.365865,6.237791,60.693085
╢одл,2019-06-27,8496.365865,6.237791,66.846465
╢одл,2016-08-02,28844.4509,6.237791,0.857918
╢одл,2015-11-23,8496.365865,8.797325,39.096863
╢одл,2023-03-08,8496.365865,6.237791,50.685516
╢одл,2012-08-30,8496.365865,6.237791,29.898929
╢одл,2014-03-06,8496.365865,9.182468,44.313596
╢одл,2022-01-23,8496.365865,45.69035,91.769809
╢одл,2015-12-16,22521.14829,18.316102,19.528366
╢одл,2022-07-10,8496.365865,6.237791,28.93339
╢одл,2017-01-02,8496.365865,7.918061,22.665027
╢одл,2014-06-23,12385.52856,6.237791,12.193867
╢одл,2012-03-30,8496.365865,6.237791,17.991799
╢одл,2011-06-07,8496.484176,6.237791,22.529996
╢одл,2014-12-10,8496.732154,6.237791,12.619514
╢одл,2025-10-14,8496.652638,6.237791,50.018184
╢одл,2017-05-28,8496.365865,7.473695,41.128613
╢одл,2008-12-11,15821.34657,6.237791,36.402893
╢одл,2027-10-01,8496.365865,6.237791,90.830915
╢одл,2027-10-01,8496.66578,48.04019,8.271266
╢одл,2026-01-17,8496.365865,6.237791,9.804734
╢одл,2021-10-27,8496.365865,6.237791,27.044883
╢одл,2016-10-14,10797.41228,61.085202,62.555286
╢одл,2018-11-30,12841.54378,6.237791,10.755303
╢одл,2018-07-23,8496.826103,6.237791,0.857918
╢одл,2012-06-13,8496.365865,6.237791,53.475484
╢одл,2014-09-08,26230.95988,46.973827,1.876598
╢одл,2008-09-13,26466.17354,41.681986,0.857918
╢одл,2016-09-22,9064.655588,6.237791,28.943895
╢одл,2018-09-09,8496.365865,6.241239,14.055052
╢одл,2012-07-03,8496.365865,66.690785,9.743593
╢одл,2012-09-21,8496.412495,39.97709,64.752367
╢одл,2027-10-01,8496.365865,24.335147,85.114462
╢одл,2018-12-24,15628.33238,61.220522,59.1594
╢одл,2027-10-01,8496.365865,6.237791,20.338623
╢одл,2012-10-09,8496.365865,8.125746,47.770875
╢одл,2014-05-26,8496.365865,52.700054,74.311061
╢одл,2012-05-21,8496.365865,6.237791,51.704701
╢одл,2027-05-14,17008.05257,6.237791,75.75248
╢одл,2016-03-15,12328.28651,54.870439,35.918969
╢одл,2016-04-10,8496.438839,6.237791,25.400076
╢одл,2008-01-01,8496.365865,6.237791,32.718948
╢одл,2027-10-01,8496.677893,6.237791,63.97749
╢одл,2018-12-01,13019.76327,6.237791,4.599421
╢одл,2027-09-02,8496.365865,6.237791,79.352034
╢одл,2021-02-15,8496.365865,6.237791,34.438062
╢одл,2020-06-14,10578.44515,6.237791,7.785161
╢одл,2018-04-23,16380.48308,6.241815,36.40586
╢одл,2008-01-01,8496.365865,6.237791,46.280235
╢одл,2019-05-22,15609.45479,44.113418,12.520839
╢одл,2016-08-23,8496.365865,6.239231,89.678966
╢одл,2010-05-13,13315.65479,12.632239,61.316514
╢одл,2010-07-22,8496.365865,16.721956,22.917794
╢одл,2010-07-31,14646.00669,54.780686,9.809459
╢одл,2015-01-27,8496.365865,6.29207,22.538119
╢одл,2015-08-04,16089.57327,28.950106,47.809728
╢одл,2010-11-08,10858.04767,9.858271,79.38885
╢одл,2008-05-24,17440.42386,41.9399,4.750581
╢одл,2018-05-30,8496.365865,6.237791,64.82529
╢одл,2026-05-14,12263.84327,6.237791,11.390693
╢одл,2021-01-31,8496.365865,6.237791,45.014062
╢одл,2008-01-01,14952.23309,6.237791,44.347365
╢одл,2016-07-06,8496.681526,32.922742,19.095695
╢одл,2016-04-21,8496.365865,6.237791,76.707468
╢одл,2008-01-01,14402.59614,6.237791,52.419407
╢одл,2011-08-30,8496.365865,38.526908,9.323777
╢одл,2022-08-21,8496.365865,6.237791,45.267577
╢одл,2019-12-07,8496.365865,8.093794,0.857918
╢одл,2010-06-22,8496.365865,6.237791,43.383717
╢одл,2016-12-16,9850.263026,60.642762,45.183115
╢одл,2019-02-28,8496.365865,6.237791,55.861003
╢одл,2011-07-11,8496.807371,6.237791,11.839731
╢одл,2015-07-20,16097.57567,6.237791,8.576907
╢одл,2009-10-29,8496.365865,66.178448,67.624134
╢одл,2027-10-01,17424.3777,6.237791,84.290739
╢одл,2014-06-15,8496.365865,6.237791,36.926365
╢одл,2027-10-01,8496.616182,16.455709,10.810096
╢одл,2023-12-23,10517.87565,12.031102,51.170795
╢одл,2021-11-13,8496.365865,6.237791,19.398476
╢одл,2018-09-17,19584.70635,60.376278,52.290007
╢одл,2027-06-30,8496.365865,7.142281,0.857918
╢одл,2014-06-05,11560.23523,6.237791,2.837719
╢одл,2014-09-23,8496.365865,60.411664,70.38671
╢одл,2024-02-27,8496.365865,6.241169,23.942442
╢одл,2019-04-11,8496.365865,6.237791,84.810497
╢одл,2011-07-10,8496.365865,6.237791,90.828363
╢одл,2013-06-27,8496.365865,52.763775,0.857918
╢одл,2027-01-10,18686.9652,9.806101,0.857918
╢одл,2010-09-02,17324.55685,6.237791,40.665706
╢одл,2008-01-01,8496.653665,9.883042,47.810036
╢одл,2019-12-14,8496.78972,6.237791,89.81756
╢одл,2025-05-24,13654.25047,6.237791,93.609536
╢одл,2008-08-04,8496.486118,6.237791,5.906531
╢одл,2010-05-20,28844.4509,60.234733,32.872447
╢одл,2023-12-23,8496.771795,6.237791,6.148705
╢одл,2027-10-01,8496.365865,60.480778,41.508073
╢одл,2020-09-21,8496.365865,6.237791,75.997869
╢одл,2027-10-01,26005.99638,6.237791,5.703564
╢одл,2020-10-06,8496.365865,61.206392,50.831169
╢одл,2014-12-18,8496.630675,6.237791,36.39986
╢одл,2008-01-01,13117.3864,6.237791,39.188008
╢одл,2026-05-07,28844.4509,6.237791,0.857918
╢одл,2025-02-07,14572.45136,37.708957,11.422662
╢одл,2010-07-06,8496.365865,6.237791,6.125922
╢одл,2015-07-16,20664.65827,47.309422,8.534484
╢одл,2013-12-16,8496.365865,6.237791,49.581164
╢одл,2016-07-23,8496.457692,6.237791,73.35012
╢одл,2027-09-15,8496.365865,6.237791,44.51332
╢одл,2021-04-11,8496.636797,36.574205,21.939122
╢одл,2023-02-20,8496.365865,48.512143,85.889864
╢одл,2017-09-29,16763.84395,6.237791,63.815891
╢одл,2010-05-22,20022.27618,6.237791,18.016163
╢одл,2010-11-24,8496.365865,6.237791,32.949216
╢одл,2009-05-25,13959.05303,11.071643,63.331313
╢одл,2017-05-15,8496.365865,48.358036,0.857918
╢одл,2010-01-26,17042.6422,6.237791,84.962709
╢одл,2020-04-29,8496.365865,6.237791,36.142285
╢одл,2012-02-06,8496.365865,6.241431,14.569236
╢одл,2024-01-20,8496.365865,52.749762,8.036113
╢одл,2024-05-01,8496.365865,6.237791,12.515808
╢одл,2027-10-01,8496.365865,6.237791,9.823787
╢одл,2023-11-20,8496.365865,48.103319,22.545949
╢одл,2012-04-23,8496.365865,6.237791,12.470586
╢одл,2014-09-28,17471.11082,40.521414,76.812902
╢одл,2019-09-20,8496.365865,6.237791,23.570001
╢одл,2009-09-10,8496.365865,6.237791,84.366797
╢одл,2012-05-18,8496.741985,6.237791,55.960075
╢одл,2008-01-01,16041.54877,7.733459,62.571163
╢одл,2020-09-15,8496.365865,13.184751,0.857918
╢одл,2015-02-20,8496.365865,6.237791,38.327111
╢одл,2012-02-17,13959.9521,7.80287,93.609536
╢одл,2019-06-30,19188.27414,48.396939,19.480476
╢одл,2015-01-17,8496.365865,6.237791,38.337827
╢одл,2013-06-30,8496.443922,6.28495,23.527409
╢одл,2027-02-13,8496.365865,6.237791,49.434609
╢одл,2018-12-28,8496.365865,6.237791,6.424966
╢одл,2020-10-11,8496.365865,29.788447,92.956123
╢одл,2017-07-18,8496.365865,6.237791,20.150778
╢одл,2017-10-18,8496.365865,8.945193,18.065016
╢одл,2019-11-06,8496.365865,28.161025,0.857918
╢одл,2014-09-18,8496.365865,6.237791,16.215179
╢одл,2019-03-26,8496.57746,6.237791,65.563011
╢одл,2014-11-14,8496.365865,16.486024,31.853854
╢одл,2018-04-26,15754.62149,6.237791,27.635879
╢одл,2011-10-22,17174.13041,6.24073,28.954383
╢одл,2021-06-01,8496.365865,69.256176,49.91376
╢одл,2008-03-03,22254.7715,44.238994,62.397258
╢одл,2018-09-16,8496.442648,6.237791,44.707837
╢одл,2011-04-17,8496.365865,7.555419,0.857918
╢одл,2018-07-15,8496.365865,29.527991,19.732428
╢одл,2010-11-01,8496.735698,61.20841,90.320236
╢одл,2018-04-16,17322.83859,44.549837,91.176654
╢одл,2012-07-25,8496.47309,6.237791,19.800428
